CUST_CODE,SHOP_MONTH,C_YEAR,C_MONTH,PREVIOUS_MONTH,NEXT_MONTH,P_YEAR,P_MONTH
CUST0000111873,200804,2008,4,200803,200805,2008,3
CUST0000115566,200804,2008,4,200803,200805,2008,3
CUST0000188187,200805,2008,5,200803,,2008,3
CUST0000309908,200804,2008,4,200803,200805,2008,3
CUST0000379060,200804,2008,4,200803,200805,2008,3
CUST0000390986,200804,2008,4,200803,200805,2008,3
CUST0000616217,200805,2008,5,200803,200807,2008,3
CUST0000662705,200804,2008,4,200803,200805,2008,3
CUST0000817553,200804,2008,4,200803,200805,2008,3
CUST0000986882,200805,2008,5,200803,200807,2008,3
CUST0000051771,200805,2008,5,200803,,2008,3
CUST0000190597,200804,2008,4,200803,200805,2008,3
CUST0000367547,200804,2008,4,200803,200805,2008,3
CUST0000379336,200804,2008,4,200803,200805,2008,3
CUST0000395525,200804,2008,4,200803,200805,2008,3
CUST0000423155,200804,2008,4,200803,200805,2008,3
CUST0000425522,200804,2008,4,200803,200805,2008,3
CUST0000688362,200804,2008,4,200803,200806,2008,3
CUST0000716786,200804,2008,4,200803,200806,2008,3
CUST0000773551,200805,2008,5,200803,200806,2008,3
CUST0000044880,200804,2008,4,200803,200805,2008,3
CUST0000057847,200804,2008,4,200803,200805,2008,3
CUST0000200987,200804,2008,4,200803,200805,2008,3
CUST0000244114,200805,2008,5,200803,,2008,3
CUST0000245544,200806,2008,6,200803,,2008,3
CUST0000412413,200804,2008,4,200803,200805,2008,3
CUST0000438228,200804,2008,4,200803,200806,2008,3
CUST0000485186,200805,2008,5,200803,,2008,3
CUST0000759998,200804,2008,4,200803,200805,2008,3
CUST0000017325,200804,2008,4,200803,200805,2008,3
CUST0000038693,200804,2008,4,200803,200806,2008,3
CUST0000078166,200805,2008,5,200803,200806,2008,3
CUST0000098319,200804,2008,4,200803,200805,2008,3
CUST0000156703,200804,2008,4,200803,200805,2008,3
CUST0000235926,200804,2008,4,200803,200805,2008,3
CUST0000248972,200804,2008,4,200803,200805,2008,3
CUST0000343943,200804,2008,4,200803,200805,2008,3
CUST0000361284,200805,2008,5,200803,200806,2008,3
CUST0000398965,200804,2008,4,200803,200805,2008,3
CUST0000491794,200805,2008,5,200803,200806,2008,3
CUST0000557293,200804,2008,4,200803,200805,2008,3
CUST0000561927,200804,2008,4,200803,200805,2008,3
CUST0000618516,200804,2008,4,200803,200805,2008,3
CUST0000673735,200804,2008,4,200803,200805,2008,3
CUST0000783333,200804,2008,4,200803,200805,2008,3
CUST0000950003,200804,2008,4,200803,,2008,3
CUST0000950029,200804,2008,4,200803,200805,2008,3
CUST0000975303,200805,2008,5,200803,,2008,3
CUST0000456748,200804,2008,4,200803,200805,2008,3
CUST0000529484,200804,2008,4,200803,200805,2008,3
CUST0000798390,200806,2008,6,200803,,2008,3
CUST0000844393,200804,2008,4,200803,200805,2008,3
CUST0000888211,200804,2008,4,200803,200805,2008,3
CUST0000925937,200804,2008,4,200803,200805,2008,3
CUST0000275779,200805,2008,5,200803,200806,2008,3
CUST0000779978,200806,2008,6,200803,,2008,3
CUST0000410483,200804,2008,4,200803,200805,2008,3
CUST0000591389,200804,2008,4,200803,,2008,3
CUST0000744116,200806,2008,6,200803,200807,2008,3
CUST0000961918,200805,2008,5,200803,200806,2008,3
CUST0000252383,200804,2008,4,200803,200805,2008,3
CUST0000278486,200804,2008,4,200803,200805,2008,3
CUST0000298310,200804,2008,4,200803,200805,2008,3
CUST0000410227,200804,2008,4,200803,200805,2008,3
CUST0000492294,200804,2008,4,200803,200805,2008,3
CUST0000564860,200804,2008,4,200803,200805,2008,3
CUST0000644466,200806,2008,6,200803,,2008,3
CUST0000711412,200804,2008,4,200803,200805,2008,3
CUST0000842243,200804,2008,4,200803,200805,2008,3
CUST0000843590,200804,2008,4,200803,,2008,3
CUST0000988850,200805,2008,5,200803,200806,2008,3
CUST0000103368,200804,2008,4,200803,200805,2008,3
CUST0000121881,200804,2008,4,200803,200805,2008,3
CUST0000150023,200804,2008,4,200803,200805,2008,3
CUST0000197821,200804,2008,4,200803,,2008,3
CUST0000372199,200804,2008,4,200803,200805,2008,3
CUST0000465162,200804,2008,4,200803,200805,2008,3
CUST0000539599,200806,2008,6,200803,,2008,3
CUST0000588777,200804,2008,4,200803,200805,2008,3
CUST0000694010,200804,2008,4,200803,200805,2008,3
CUST0000796356,200804,2008,4,200803,,2008,3
CUST0000823489,200806,2008,6,200803,,2008,3
CUST0000934360,200804,2008,4,200803,200805,2008,3
CUST0000960829,200804,2008,4,200803,200805,2008,3
CUST0000035890,200804,2008,4,200803,200805,2008,3
CUST0000324851,200804,2008,4,200803,200805,2008,3
CUST0000361582,200804,2008,4,200803,200805,2008,3
CUST0000370270,200804,2008,4,200803,200805,2008,3
CUST0000576800,200804,2008,4,200803,200805,2008,3
CUST0000720862,200804,2008,4,200803,200805,2008,3
CUST0000845975,200804,2008,4,200803,200805,2008,3
CUST0000858368,200805,2008,5,200803,,2008,3
CUST0000860268,200804,2008,4,200803,200805,2008,3
CUST0000989360,200806,2008,6,200803,,2008,3
CUST0000997122,200804,2008,4,200803,200805,2008,3
CUST0000052854,200804,2008,4,200803,200805,2008,3
CUST0000092200,200806,2008,6,200803,,2008,3
CUST0000301035,200804,2008,4,200803,,2008,3
CUST0000393496,200804,2008,4,200803,,2008,3
CUST0000478420,200804,2008,4,200803,200805,2008,3
CUST0000531336,200804,2008,4,200803,200806,2008,3
CUST0000563864,200805,2008,5,200803,,2008,3
CUST0000578349,200804,2008,4,200803,200805,2008,3
CUST0000671293,200804,2008,4,200803,200805,2008,3
CUST0000695334,200804,2008,4,200803,200805,2008,3
CUST0000774938,200804,2008,4,200803,200805,2008,3
CUST0000831549,200805,2008,5,200803,200806,2008,3
CUST0000914368,200804,2008,4,200803,,2008,3
CUST0000981425,200804,2008,4,200803,200806,2008,3
CUST0000144953,200804,2008,4,200803,200805,2008,3
CUST0000179766,200807,2008,7,200803,,2008,3
CUST0000209765,200806,2008,6,200803,,2008,3
CUST0000301025,200806,2008,6,200803,,2008,3
CUST0000590074,200804,2008,4,200803,200806,2008,3
CUST0000721219,200804,2008,4,200803,200805,2008,3
CUST0000826933,200804,2008,4,200803,200805,2008,3
CUST0000914541,200804,2008,4,200803,200805,2008,3
CUST0000008005,200805,2008,5,200803,200806,2008,3
CUST0000032037,200804,2008,4,200803,200805,2008,3
CUST0000123217,200804,2008,4,200803,200805,2008,3
CUST0000137987,200804,2008,4,200803,200805,2008,3
CUST0000280656,200804,2008,4,200803,200805,2008,3
CUST0000285664,200804,2008,4,200803,200805,2008,3
CUST0000312377,200804,2008,4,200803,200805,2008,3
CUST0000419761,200804,2008,4,200803,200806,2008,3
CUST0000509062,200804,2008,4,200803,200805,2008,3
CUST0000524537,200805,2008,5,200803,,2008,3
CUST0000635118,200804,2008,4,200803,200805,2008,3
CUST0000667919,200804,2008,4,200803,200805,2008,3
CUST0000758000,200806,2008,6,200803,,2008,3
CUST0000843084,200804,2008,4,200803,,2008,3
CUST0000905906,200804,2008,4,200803,200805,2008,3
CUST0000957158,200804,2008,4,200803,200805,2008,3
CUST0000022116,200804,2008,4,200803,,2008,3
CUST0000154415,200804,2008,4,200803,200806,2008,3
CUST0000156274,200804,2008,4,200803,200805,2008,3
CUST0000363160,200804,2008,4,200803,200805,2008,3
CUST0000488406,200804,2008,4,200803,200805,2008,3
CUST0000670922,200804,2008,4,200803,200805,2008,3
CUST0000801434,200804,2008,4,200803,,2008,3
CUST0000906157,200804,2008,4,200803,200805,2008,3
CUST0000059479,200804,2008,4,200803,200805,2008,3
CUST0000120273,200804,2008,4,200803,200806,2008,3
CUST0000207958,200804,2008,4,200803,,2008,3
CUST0000208696,200805,2008,5,200803,,2008,3
CUST0000316509,200804,2008,4,200803,200805,2008,3
CUST0000329291,200804,2008,4,200803,200805,2008,3
CUST0000512242,200804,2008,4,200803,,2008,3
CUST0000634066,200804,2008,4,200803,200805,2008,3
CUST0000698926,200804,2008,4,200803,200805,2008,3
CUST0000762817,200804,2008,4,200803,200805,2008,3
CUST0000956717,200804,2008,4,200803,200805,2008,3
CUST0000959433,200805,2008,5,200803,200806,2008,3
CUST0000013258,200804,2008,4,200803,200805,2008,3
CUST0000058269,200804,2008,4,200803,200805,2008,3
CUST0000077225,200804,2008,4,200803,200805,2008,3
CUST0000212278,200805,2008,5,200803,200806,2008,3
CUST0000223335,200804,2008,4,200803,200806,2008,3
CUST0000349490,200804,2008,4,200803,200805,2008,3
CUST0000620309,200805,2008,5,200803,,2008,3
CUST0000631617,200804,2008,4,200803,200805,2008,3
CUST0000641331,200804,2008,4,200803,200805,2008,3
CUST0000740257,200804,2008,4,200803,200805,2008,3
CUST0000950431,200804,2008,4,200803,200806,2008,3
CUST0000183115,200804,2008,4,200803,200805,2008,3
CUST0000207859,200804,2008,4,200803,200805,2008,3
CUST0000224455,200804,2008,4,200803,200805,2008,3
CUST0000238745,200805,2008,5,200803,,2008,3
CUST0000362540,200804,2008,4,200803,,2008,3
CUST0000486244,200804,2008,4,200803,200805,2008,3
CUST0000634079,200804,2008,4,200803,,2008,3
CUST0000694605,200804,2008,4,200803,200805,2008,3
CUST0000732000,200804,2008,4,200803,,2008,3
CUST0000827833,200804,2008,4,200803,200805,2008,3
CUST0000915221,200805,2008,5,200803,200806,2008,3
CUST0000986734,200804,2008,4,200803,200805,2008,3
CUST0000038546,200805,2008,5,200803,200806,2008,3
CUST0000286323,200805,2008,5,200803,,2008,3
CUST0000296672,200804,2008,4,200803,200805,2008,3
CUST0000322426,200804,2008,4,200803,200806,2008,3
CUST0000663246,200805,2008,5,200803,200806,2008,3
CUST0000856600,200804,2008,4,200803,200806,2008,3
CUST0000864629,200804,2008,4,200803,200805,2008,3
CUST0000871730,200804,2008,4,200803,200805,2008,3
CUST0000935027,200804,2008,4,200803,200805,2008,3
CUST0000987350,200804,2008,4,200803,200805,2008,3
CUST0000235512,200804,2008,4,200803,200805,2008,3
CUST0000248320,200806,2008,6,200803,,2008,3
CUST0000716819,200804,2008,4,200803,200805,2008,3
CUST0000719149,200804,2008,4,200803,200805,2008,3
CUST0000846782,200805,2008,5,200803,200806,2008,3
CUST0000972125,200804,2008,4,200803,200805,2008,3
CUST0000987141,200805,2008,5,200803,200806,2008,3
CUST0000131615,200804,2008,4,200803,200805,2008,3
CUST0000147213,200805,2008,5,200803,,2008,3
CUST0000175060,200804,2008,4,200803,200805,2008,3
CUST0000220295,200804,2008,4,200803,200806,2008,3
CUST0000403088,200804,2008,4,200803,200805,2008,3
CUST0000794328,200804,2008,4,200803,200805,2008,3
CUST0000801239,200804,2008,4,200803,200805,2008,3
CUST0000862295,200804,2008,4,200803,200805,2008,3
CUST0000915203,200804,2008,4,200803,200805,2008,3
CUST0000924591,200805,2008,5,200803,200806,2008,3
CUST0000928030,200804,2008,4,200803,,2008,3
CUST0000127841,200804,2008,4,200803,200805,2008,3
CUST0000499340,200806,2008,6,200803,,2008,3
CUST0000554123,200804,2008,4,200803,200805,2008,3
CUST0000556297,200804,2008,4,200803,200805,2008,3
CUST0000690788,200804,2008,4,200803,,2008,3
CUST0000885717,200804,2008,4,200803,200805,2008,3
CUST0000065191,200804,2008,4,200803,200805,2008,3
CUST0000078366,200806,2008,6,200803,,2008,3
CUST0000165005,200804,2008,4,200803,200805,2008,3
CUST0000195121,200804,2008,4,200803,200805,2008,3
CUST0000210089,200805,2008,5,200803,200806,2008,3
CUST0000293743,200804,2008,4,200803,200805,2008,3
CUST0000337293,200804,2008,4,200803,,2008,3
CUST0000438977,200804,2008,4,200803,200805,2008,3
CUST0000447587,200804,2008,4,200803,200805,2008,3
CUST0000565459,200804,2008,4,200803,200805,2008,3
CUST0000568678,200805,2008,5,200803,200806,2008,3
CUST0000707553,200804,2008,4,200803,200805,2008,3
CUST0000861446,200804,2008,4,200803,200805,2008,3
CUST0000872951,200804,2008,4,200803,200805,2008,3
CUST0000903937,200806,2008,6,200803,,2008,3
CUST0000916905,200804,2008,4,200803,200805,2008,3
CUST0000973175,200804,2008,4,200803,200805,2008,3
CUST0000002813,200804,2008,4,200803,,2008,3
CUST0000050264,200806,2008,6,200803,,2008,3
CUST0000081896,200804,2008,4,200803,200805,2008,3
CUST0000096557,200805,2008,5,200803,200806,2008,3
CUST0000111606,200804,2008,4,200803,,2008,3
CUST0000115463,200804,2008,4,200803,200805,2008,3
CUST0000190355,200804,2008,4,200803,200805,2008,3
CUST0000306182,200804,2008,4,200803,,2008,3
CUST0000338934,200804,2008,4,200803,200805,2008,3
CUST0000461259,200805,2008,5,200803,200807,2008,3
CUST0000577741,200804,2008,4,200803,200805,2008,3
CUST0000093486,200804,2008,4,200803,,2008,3
CUST0000183156,200804,2008,4,200803,,2008,3
CUST0000659021,200807,2008,7,200803,,2008,3
CUST0000722076,200804,2008,4,200803,200805,2008,3
CUST0000732602,200804,2008,4,200803,200806,2008,3
CUST0000899418,200804,2008,4,200803,200805,2008,3
CUST0000925643,200804,2008,4,200803,200805,2008,3
CUST0000936813,200804,2008,4,200803,200805,2008,3
CUST0000944437,200804,2008,4,200803,200805,2008,3
CUST0000136043,200804,2008,4,200803,200805,2008,3
CUST0000196155,200805,2008,5,200803,200806,2008,3
CUST0000236914,200804,2008,4,200803,200805,2008,3
CUST0000290660,200804,2008,4,200803,200805,2008,3
CUST0000301843,200804,2008,4,200803,200805,2008,3
CUST0000306830,200804,2008,4,200803,200805,2008,3
CUST0000467012,200804,2008,4,200803,200805,2008,3
CUST0000582425,200805,2008,5,200803,,2008,3
CUST0000602489,200804,2008,4,200803,200807,2008,3
CUST0000632222,200804,2008,4,200803,,2008,3
CUST0000805341,200804,2008,4,200803,200805,2008,3
CUST0000832236,200804,2008,4,200803,200805,2008,3
CUST0000863326,200805,2008,5,200803,200806,2008,3
CUST0000937202,200807,2008,7,200803,,2008,3
CUST0000164858,200804,2008,4,200803,200805,2008,3
CUST0000287800,200804,2008,4,200803,200806,2008,3
CUST0000603024,200804,2008,4,200803,200805,2008,3
CUST0000658290,200804,2008,4,200803,200805,2008,3
CUST0000733743,200804,2008,4,200803,200806,2008,3
CUST0000766797,200807,2008,7,200803,,2008,3
CUST0000898638,200804,2008,4,200803,200806,2008,3
CUST0000111024,200806,2008,6,200803,200807,2008,3
CUST0000159895,200804,2008,4,200803,200805,2008,3
CUST0000212970,200805,2008,5,200803,200806,2008,3
CUST0000246378,200804,2008,4,200803,200805,2008,3
CUST0000268287,200806,2008,6,200803,,2008,3
CUST0000349165,200804,2008,4,200803,200805,2008,3
CUST0000424032,200804,2008,4,200803,200805,2008,3
CUST0000504328,200804,2008,4,200803,200805,2008,3
CUST0000599230,200805,2008,5,200803,200806,2008,3
CUST0000627489,200804,2008,4,200803,200805,2008,3
CUST0000662370,200804,2008,4,200803,200805,2008,3
CUST0000877100,200804,2008,4,200803,200805,2008,3
CUST0000004088,200804,2008,4,200803,200805,2008,3
CUST0000042176,200805,2008,5,200803,,2008,3
CUST0000176488,200807,2008,7,200803,,2008,3
CUST0000236161,200804,2008,4,200803,200805,2008,3
CUST0000239360,200804,2008,4,200803,200805,2008,3
CUST0000312034,200804,2008,4,200803,200805,2008,3
CUST0000380710,200804,2008,4,200803,200805,2008,3
CUST0000404157,200804,2008,4,200803,200805,2008,3
CUST0000461850,200804,2008,4,200803,200805,2008,3
CUST0000600570,200804,2008,4,200803,200805,2008,3
CUST0000620768,200804,2008,4,200803,,2008,3
CUST0000711533,200804,2008,4,200803,200805,2008,3
CUST0000770204,200805,2008,5,200803,,2008,3
CUST0000940923,200805,2008,5,200803,,2008,3
CUST0000972464,200804,2008,4,200803,200805,2008,3
CUST0000090124,200807,2008,7,200803,,2008,3
CUST0000265419,200804,2008,4,200803,,2008,3
CUST0000341724,200804,2008,4,200803,200805,2008,3
CUST0000420363,200804,2008,4,200803,200805,2008,3
CUST0000448280,200804,2008,4,200803,200805,2008,3
CUST0000609540,200804,2008,4,200803,200805,2008,3
CUST0000996878,200804,2008,4,200803,200805,2008,3
CUST0000379033,200804,2008,4,200803,200807,2008,3
CUST0000684306,200804,2008,4,200803,,2008,3
CUST0000795637,200806,2008,6,200803,,2008,3
CUST0000811783,200804,2008,4,200803,200805,2008,3
CUST0000923406,200804,2008,4,200803,200805,2008,3
CUST0000941639,200804,2008,4,200803,200805,2008,3
CUST0000102342,200805,2008,5,200803,,2008,3
CUST0000122498,200804,2008,4,200803,,2008,3
CUST0000160721,200804,2008,4,200803,200805,2008,3
CUST0000168903,200804,2008,4,200803,200805,2008,3
CUST0000281062,200804,2008,4,200803,200805,2008,3
CUST0000643259,200804,2008,4,200803,200805,2008,3
CUST0000828437,200804,2008,4,200803,200805,2008,3
CUST0000018686,200804,2008,4,200803,200805,2008,3
CUST0000126123,200804,2008,4,200803,200805,2008,3
CUST0000182683,200806,2008,6,200803,,2008,3
CUST0000191403,200804,2008,4,200803,200806,2008,3
CUST0000195177,200806,2008,6,200803,,2008,3
CUST0000287431,200804,2008,4,200803,200805,2008,3
CUST0000308476,200804,2008,4,200803,200805,2008,3
CUST0000323394,200804,2008,4,200803,,2008,3
CUST0000328513,200804,2008,4,200803,200805,2008,3
CUST0000335064,200804,2008,4,200803,200805,2008,3
CUST0000393587,200804,2008,4,200803,200805,2008,3
CUST0000820635,200804,2008,4,200803,200805,2008,3
CUST0000856965,200804,2008,4,200803,200805,2008,3
CUST0000891571,200804,2008,4,200803,200805,2008,3
CUST0000969123,200806,2008,6,200803,,2008,3
CUST0000121005,200804,2008,4,200803,200805,2008,3
CUST0000271090,200804,2008,4,200803,,2008,3
CUST0000715152,200806,2008,6,200803,200807,2008,3
CUST0000796375,200804,2008,4,200803,200806,2008,3
CUST0000934898,200804,2008,4,200803,200805,2008,3
CUST0000990465,200804,2008,4,200803,200805,2008,3
CUST0000997635,200804,2008,4,200803,200805,2008,3
CUST0000049077,200804,2008,4,200803,200805,2008,3
CUST0000068970,200804,2008,4,200803,200805,2008,3
CUST0000099290,200804,2008,4,200803,200806,2008,3
CUST0000188450,200804,2008,4,200803,200805,2008,3
CUST0000211159,200805,2008,5,200803,200806,2008,3
CUST0000301763,200804,2008,4,200803,200805,2008,3
CUST0000448937,200804,2008,4,200803,200805,2008,3
CUST0000488888,200804,2008,4,200803,200805,2008,3
CUST0000497027,200804,2008,4,200803,,2008,3
CUST0000543233,200804,2008,4,200803,200805,2008,3
CUST0000669614,200804,2008,4,200803,200805,2008,3
CUST0000690971,200805,2008,5,200803,200806,2008,3
CUST0000826662,200805,2008,5,200803,200806,2008,3
CUST0000028322,200804,2008,4,200803,200805,2008,3
CUST0000084563,200805,2008,5,200803,200806,2008,3
CUST0000140340,200804,2008,4,200803,200806,2008,3
CUST0000161376,200804,2008,4,200803,200805,2008,3
CUST0000263489,200807,2008,7,200803,,2008,3
CUST0000364905,200804,2008,4,200803,200805,2008,3
CUST0000574623,200804,2008,4,200803,200805,2008,3
CUST0000632740,200804,2008,4,200803,200806,2008,3
CUST0000696111,200804,2008,4,200803,200805,2008,3
CUST0000701067,200804,2008,4,200803,200805,2008,3
CUST0000776119,200804,2008,4,200803,200805,2008,3
CUST0000939653,200804,2008,4,200803,200805,2008,3
CUST0000171899,200805,2008,5,200803,,2008,3
CUST0000256303,200804,2008,4,200803,200805,2008,3
CUST0000336781,200804,2008,4,200803,200805,2008,3
CUST0000402352,200804,2008,4,200803,200805,2008,3
CUST0000479085,200805,2008,5,200803,,2008,3
CUST0000526983,200805,2008,5,200803,,2008,3
CUST0000585617,200804,2008,4,200803,200805,2008,3
CUST0000605493,200804,2008,4,200803,200805,2008,3
CUST0000664742,200804,2008,4,200803,200805,2008,3
CUST0000769673,200804,2008,4,200803,,2008,3
CUST0000832081,200805,2008,5,200803,200806,2008,3
CUST0000836803,200805,2008,5,200803,200806,2008,3
CUST0000838246,200804,2008,4,200803,200805,2008,3
CUST0000855183,200804,2008,4,200803,,2008,3
CUST0000861646,200804,2008,4,200803,,2008,3
CUST0000040396,200805,2008,5,200803,,2008,3
CUST0000133531,200804,2008,4,200803,200805,2008,3
CUST0000202661,200804,2008,4,200803,200805,2008,3
CUST0000352367,200804,2008,4,200803,200805,2008,3
CUST0000637773,200805,2008,5,200803,,2008,3
CUST0000736203,200805,2008,5,200803,200806,2008,3
CUST0000852587,200804,2008,4,200803,200805,2008,3
CUST0000876404,200804,2008,4,200803,200805,2008,3
CUST0000999439,200806,2008,6,200803,200807,2008,3
CUST0000028555,200804,2008,4,200803,200805,2008,3
CUST0000068781,200804,2008,4,200803,200805,2008,3
CUST0000178377,200804,2008,4,200803,200805,2008,3
CUST0000290153,200807,2008,7,200803,,2008,3
CUST0000528012,200805,2008,5,200803,,2008,3
CUST0000572854,200804,2008,4,200803,200805,2008,3
CUST0000624342,200804,2008,4,200803,200805,2008,3
CUST0000633908,200806,2008,6,200803,,2008,3
CUST0000788454,200804,2008,4,200803,200805,2008,3
CUST0000852304,200804,2008,4,200803,200805,2008,3
CUST0000895686,200804,2008,4,200803,,2008,3
CUST0000254358,200804,2008,4,200803,200806,2008,3
CUST0000305858,200804,2008,4,200803,200805,2008,3
CUST0000502124,200804,2008,4,200803,200805,2008,3
CUST0000605858,200805,2008,5,200803,,2008,3
CUST0000674164,200804,2008,4,200803,200805,2008,3
CUST0000692025,200804,2008,4,200803,200805,2008,3
CUST0000735368,200804,2008,4,200803,200805,2008,3
CUST0000966436,200804,2008,4,200803,200805,2008,3
CUST0000018220,200806,2008,6,200803,,2008,3
CUST0000034681,200805,2008,5,200803,,2008,3
CUST0000048395,200804,2008,4,200803,200805,2008,3
CUST0000048955,200805,2008,5,200803,200806,2008,3
CUST0000145980,200804,2008,4,200803,200805,2008,3
CUST0000161319,200804,2008,4,200803,200805,2008,3
CUST0000233396,200804,2008,4,200803,,2008,3
CUST0000424803,200804,2008,4,200803,200805,2008,3
CUST0000427260,200804,2008,4,200803,200805,2008,3
CUST0000566764,200804,2008,4,200803,200805,2008,3
CUST0000715800,200805,2008,5,200803,,2008,3
CUST0000830687,200804,2008,4,200803,200805,2008,3
CUST0000916315,200804,2008,4,200803,200805,2008,3
CUST0000007860,200804,2008,4,200803,200805,2008,3
CUST0000387597,200805,2008,5,200803,200806,2008,3
CUST0000835544,200804,2008,4,200803,200805,2008,3
CUST0000954480,200804,2008,4,200803,200805,2008,3
CUST0000963941,200804,2008,4,200803,200805,2008,3
CUST0000972667,200804,2008,4,200803,200805,2008,3
CUST0000089820,200804,2008,4,200803,200805,2008,3
CUST0000410727,200804,2008,4,200803,200805,2008,3
CUST0000464070,200804,2008,4,200803,200805,2008,3
CUST0000503338,200804,2008,4,200803,200805,2008,3
CUST0000529848,200804,2008,4,200803,200805,2008,3
CUST0000684114,200804,2008,4,200803,,2008,3
CUST0000710863,200804,2008,4,200803,200805,2008,3
CUST0000711147,200805,2008,5,200803,,2008,3
CUST0000841023,200807,2008,7,200803,,2008,3
CUST0000900749,200804,2008,4,200803,200805,2008,3
CUST0000037313,200805,2008,5,200803,200806,2008,3
CUST0000097161,200804,2008,4,200803,200805,2008,3
CUST0000105393,200804,2008,4,200803,200805,2008,3
CUST0000296108,200804,2008,4,200803,200805,2008,3
CUST0000415301,200804,2008,4,200803,200805,2008,3
CUST0000623730,200806,2008,6,200803,,2008,3
CUST0000649717,200804,2008,4,200803,200806,2008,3
CUST0000761352,200804,2008,4,200803,200805,2008,3
CUST0000769635,200804,2008,4,200803,200805,2008,3
CUST0000783207,200804,2008,4,200803,200805,2008,3
CUST0000796361,200804,2008,4,200803,,2008,3
CUST0000963229,200805,2008,5,200803,200806,2008,3
CUST0000989319,200804,2008,4,200803,200805,2008,3
CUST0000228495,200804,2008,4,200803,200806,2008,3
CUST0000231782,200804,2008,4,200803,200805,2008,3
CUST0000271364,200804,2008,4,200803,200805,2008,3
CUST0000422766,200807,2008,7,200803,,2008,3
CUST0000543362,200804,2008,4,200803,200805,2008,3
CUST0000809769,200804,2008,4,200803,200805,2008,3
CUST0000820750,200804,2008,4,200803,200805,2008,3
CUST0000836210,200804,2008,4,200803,200805,2008,3
CUST0000840254,200804,2008,4,200803,200805,2008,3
CUST0000888170,200804,2008,4,200803,200805,2008,3
CUST0000897944,200804,2008,4,200803,200805,2008,3
CUST0000953349,200806,2008,6,200803,,2008,3
CUST0000044707,200805,2008,5,200803,200806,2008,3
CUST0000144580,200804,2008,4,200803,200805,2008,3
CUST0000159947,200804,2008,4,200803,200805,2008,3
CUST0000188842,200804,2008,4,200803,200805,2008,3
CUST0000268823,200804,2008,4,200803,200805,2008,3
CUST0000325292,200804,2008,4,200803,200805,2008,3
CUST0000455083,200804,2008,4,200803,200805,2008,3
CUST0000664398,200804,2008,4,200803,200805,2008,3
CUST0000916190,200807,2008,7,200803,,2008,3
CUST0000136384,200804,2008,4,200803,200805,2008,3
CUST0000208798,200804,2008,4,200803,200805,2008,3
CUST0000241132,200804,2008,4,200803,200805,2008,3
CUST0000420890,200805,2008,5,200803,200806,2008,3
CUST0000506084,200805,2008,5,200803,200806,2008,3
CUST0000706608,200804,2008,4,200803,200805,2008,3
CUST0000777781,200804,2008,4,200803,200805,2008,3
CUST0000787330,200804,2008,4,200803,200805,2008,3
CUST0000803466,200804,2008,4,200803,200805,2008,3
CUST0000837778,200804,2008,4,200803,200805,2008,3
CUST0000893045,200804,2008,4,200803,200805,2008,3
CUST0000011075,200804,2008,4,200803,200805,2008,3
CUST0000033021,200804,2008,4,200803,200805,2008,3
CUST0000072406,200804,2008,4,200803,,2008,3
CUST0000299037,200804,2008,4,200803,200805,2008,3
CUST0000339965,200804,2008,4,200803,200805,2008,3
CUST0000372422,200804,2008,4,200803,200805,2008,3
CUST0000406271,200804,2008,4,200803,200805,2008,3
CUST0000774171,200804,2008,4,200803,200805,2008,3
CUST0000795333,200804,2008,4,200803,200805,2008,3
CUST0000899835,200804,2008,4,200803,200805,2008,3
CUST0000931442,200804,2008,4,200803,200805,2008,3
CUST0000970232,200804,2008,4,200803,200806,2008,3
CUST0000996860,200804,2008,4,200803,200805,2008,3
CUST0000174717,200804,2008,4,200803,200805,2008,3
CUST0000208832,200804,2008,4,200803,200805,2008,3
CUST0000243105,200804,2008,4,200803,200805,2008,3
CUST0000285720,200804,2008,4,200803,200805,2008,3
CUST0000337192,200804,2008,4,200803,200805,2008,3
CUST0000434013,200804,2008,4,200803,200805,2008,3
CUST0000458224,200804,2008,4,200803,200805,2008,3
CUST0000572392,200804,2008,4,200803,200805,2008,3
CUST0000616216,200804,2008,4,200803,200805,2008,3
CUST0000719925,200804,2008,4,200803,200807,2008,3
CUST0000771781,200804,2008,4,200803,200805,2008,3
CUST0000853230,200804,2008,4,200803,200805,2008,3
CUST0000938246,200804,2008,4,200803,200805,2008,3
CUST0000200767,200804,2008,4,200803,200805,2008,3
CUST0000397211,200804,2008,4,200803,200805,2008,3
CUST0000451458,200804,2008,4,200803,200805,2008,3
CUST0000509226,200804,2008,4,200803,200805,2008,3
CUST0000616143,200804,2008,4,200803,200805,2008,3
CUST0000627558,200804,2008,4,200803,200805,2008,3
CUST0000638261,200804,2008,4,200803,200805,2008,3
CUST0000751850,200804,2008,4,200803,200805,2008,3
CUST0000011592,200804,2008,4,200803,200805,2008,3
CUST0000089819,200804,2008,4,200803,200805,2008,3
CUST0000105820,200804,2008,4,200803,200805,2008,3
CUST0000193165,200804,2008,4,200803,200805,2008,3
CUST0000646780,200804,2008,4,200803,,2008,3
CUST0000877762,200804,2008,4,200803,200806,2008,3
CUST0000895258,200804,2008,4,200803,200805,2008,3
CUST0000986278,200804,2008,4,200803,200805,2008,3
CUST0000001194,200804,2008,4,200803,200805,2008,3
CUST0000128739,200804,2008,4,200803,200805,2008,3
